Year,TEMP,O2,NO3
2001,2.47,338.98,32.2
2001,2.97,393.46,3.9
2001,2.96,388.55,3.9
2001,2.69,377.83,4.2
2001,3.1,359.97,4.4
2001,3.32,347.91,4.8
2001,3.38,363.09,5.8
2001,3.3,363.09,5.8
2001,3.3,362.65,5.8
2001,3.32,360.41,5.8
2001,3.45,357.73,5.8
2001,4.47,317.98,7
2001,5.02,297.44,7.5
2001,2.97,373.81,5.8
2001,3.09,365.77,6.2
2001,3.96,331.83,7.1
2001,4.63,309.95,7.8
2001,5.2,296.99,8.2
2001,5.34,292.08,8.4
2001,5.47,289.85,8.4
2001,5.48,288.96,8.5
2001,3.26,358.63,6.6
2001,3.35,354.16,6.6
2001,3.52,349.69,7
2001,4.45,322,7.8
2001,5.55,312.63,7.9
2001,6.21,280.47,8.6
2001,6.23,276,8.6
2001,6.75,263.5,8.8
2001,6.75,267.96,8.9
2001,4.4,331.38,7.9
2001,4.09,322,10
2001,4.31,340.76,15.7
2001,4.7,325.13,14.3
2001,3.06,353.27,10
2001,5.62,287.62,10
2001,2.92,359.52,10
2001,2.64,356.39,11.4
2001,3.11,359.52,10
2001,7.36,253.23,11.4
2001,1.5,369.34,9.3
2001,1.7,333.17,12.1
2001,1.99,375.15,10
2001,4.36,303.25,12.1
2001,3.03,359.52,12.1
2001,6.28,243.85,10.7
2001,1.91,362.65,6.6
2001,5.13,287.62,10.7
2001,5.57,328.26,3.6
2001,5.34,322,3.2
2001,4.64,359.52,4.2
2001,5.81,311.29,4.9
2001,3.44,377.83,3.5
2001,7.15,308.61,5.2
2001,3.78,326.47,38.6
2001,4.82,303.25,23.6
2001,4.31,356.39,5.3
2001,4.3,334.51,5.4
2001,4.89,340.76,5.5
2001,5.44,322,6.2
2001,6.74,290.74,7.9
2001,8.45,224.64,9.3
2001,4.63,337.19,4.1
2001,4.63,347.01,4.1
2001,4.83,343.89,4.2
2001,8.25,233.13,7.1
2001,3.87,347.91,69.3
2001,4.25,355.95,47.1
2001,4.35,334.51,6.2
2001,4.59,325.13,6.3
2001,5.14,309.5,7.1
2001,5.24,306.37,7.9
2001,6.24,287.62,7.9
2001,9.55,213.48,10.7
2001,2.08,368.01,45.7
2001,2.51,367.56,35.7
2001,4.03,341.66,6
2001,4.02,337.64,5.7
2001,4.17,334.51,5.8
2001,4.74,318.88,6.3
2001,7.98,256.35,10
2001,8.97,234.47,11.4
2001,2.93,362.65,4.7
2001,3.01,368.9,4.6
2001,3.37,378.28,4.1
2001,8.17,183.56,6.9
2001,3.97,329.6,39.3
2001,4.62,323.79,24.3
2001,2.94,368.01,5.6
2001,2.94,400.16,5.6
2001,2.94,397.03,5.6
2001,4.21,350.14,7.1
2001,5.41,312.63,10
2001,8.69,215.71,12.1
2001,3.25,360.41,5.1
2001,3.22,343.89,5.4
2001,3.95,312.63,5.5
2001,4.53,301.01,5.7
2001,2.87,372.02,65.7
2001,3.22,365.77,44.3
2001,3.01,365.77,6.9
2001,3.03,378.28,6.9
2001,4.32,347.01,7.9
2001,6.71,271.98,10
2001,7.99,246.97,10.7
2001,8.7,228.22,10.7
2001,2.34,337.64,60
2001,2.65,338.98,45.7
2001,2.45,356.84,6.2
2001,2.8,387.66,6.7
2001,3.07,315.75,7.1
2001,3.37,315.75,7.9
2001,4.28,347.01,9.3
2001,7.66,229.56,11.4
2001,2.23,373.36,5.4
2001,2.31,384.53,5.4
2001,2.69,356.39,5.8
2001,4.01,282.7,6.5
2001,2.72,399.71,100
2001,3.11,384.08,42.1
2001,2.84,367.11,7.9
2001,2.77,359.52,8.6
2001,2.78,359.52,8.6
2001,3.24,347.01,8.6
2001,5.61,281.36,9.3
2001,6.96,253.23,10.7
2001,2.9,357.73,57.1
2001,2.87,357.29,37.1
2001,2.89,347.01,7.9
2001,2.89,428.3,7.9
2001,2.9,450.18,7.9
2001,2.91,397.03,7.9
2001,3.47,393.91,7.9
2001,6.85,243.4,10.7
2001,2,372.92,5.2
2001,2.93,359.52,6.3
2001,3.55,325.13,7.1
2001,3.58,329.15,8.6
2001,6.39,338.53,2.1
2001,6.47,337.64,2
2001,7.28,306.37,2.3
2001,8.33,270.2,3.6
2001,4.31,344.33,36.4
2001,4.39,344.33,27.1
2001,5.61,350.14,2.7
2001,5.62,334.51,2.7
2001,5.64,331.38,2.9
2001,5.98,318.88,3.6
2001,6.91,290.74,3.8
2001,9.73,207.23,7.9
2001,4.9,348.35,2.4
2001,7.04,296.99,2.7
2001,7.53,278.24,3.2
2001,7.7,281.36,3.8
2001,3.64,349.25,57.1
2001,4.3,341.66,25
2001,3.91,368.45,2.5
2001,5.81,315.75,2.6
2001,7.23,281.36,2.9
2001,8.04,287.62,3.6
2001,1.52,376.94,22.9
2001,1.55,375.6,12.9
2001,4.34,261.71,3.6
2001,4.41,350.14,3.6
2001,4.68,340.76,3.6
2001,4.66,340.76,3.6
2001,4.84,337.64,3.7
2001,8.45,149.17,7.1
2001,6.53,306.82,8.9
2001,6.55,301.91,8.9
2001,7.08,289.4,8.6
2001,8.5,261.27,8.1
2001,8.5,258.14,8.1
2001,5.44,304.14,12
2001,6.02,294.76,8.8
2001,4.86,313.52,12.4
2001,4.85,309.5,12.2
2001,4.77,332.72,6.8
2001,2.34,335.4,14.4
2001,2.49,326.92,13.4
2001,5.46,287.62,10.9
2001,6.02,264.39,9.1
2001,-9,264.39,9
2001,3.04,315.31,11
2001,5.2,280.02,7.9
2001,2.64,315.75,12.2
2001,4.39,292.08,8.4
2001,3.49,353.27,6.6
2001,3.95,342.99,6.6
2001,6.91,267.07,8.4
2001,5.01,340.32,8.5
2001,5.25,331.38,9.1
2001,5.99,323.79,9.1
2001,6.33,288.96,9.9
2001,6.39,288.06,9.6
2001,4.07,343.89,9.6
2001,4.1,340.32,9.6
2001,4.16,337.19,9.4
2001,5.06,313.07,9.9
2001,5.52,298.33,10.2
2001,1.49,374.7,3.7
2001,3.63,332.28,8.9
2001,3.7,318.43,9.8
2001,3.98,312.63,9.9
2001,4.22,306.37,10.2
2001,1.78,374.26,5.1
2001,2.04,368.01,5.6
2001,4.67,304.14,9.5
2001,5.82,337.64,2.9
2001,6.34,315.31,3.5
2001,7.95,255.91,4.9
2001,7.83,296.99,4.9
2001,6.88,296.55,4.7
2001,6.62,302.35,5
2001,6.42,298.33,4.4
2001,5.79,325.58,3.3
2001,5.79,323.79,3.6
2001,5.81,313.97,4.1
2001,7.86,270.64,5.7
2001,7.98,260.37,6.1
2001,-9,260.37,2.2
2001,-9,260.37,3.4
2001,-9,260.37,4.5
2001,4.43,381.4,30
2001,3.68,368.9,25.7
2001,-9,368.9,31.4
2001,1.76,365.77,40
2001,-9,365.77,32.9
2001,-0.05,421.15,92.9
2001,4.65,335.85,15
2001,2.99,410.43,107.1
2001,3.06,402.39,107.1
2001,4.29,333.17,18.6
2001,3.22,352.37,17.1
2001,1.92,406.41,114.3
2001,3.5,341.66,23.6
2001,6.03,300.12,9.3
2001,3.66,343.89,20
2001,2.04,405.52,107.1
2001,2.18,406.86,107.1
2001,2.88,341.66,27.9
2001,4.79,310.84,12.9
2001,3.19,372.02,23.6
2001,0.82,422.04,114.3
2001,2.67,348.8,23.6
2001,2.21,408.65,114.3
2001,2.42,352.37,24.3
2001,1.2,364.88,15.7
2001,1.08,427.4,114.3
2001,4.52,378.28,78.6
2001,4.94,362.65,71.4
2001,7.4,305.03,15
2001,6.11,325.13,21.4
2001,7.87,299.23,13.6
2001,2.2,400.16,78.6
2001,1.56,384.53,60.7
2001,4.43,322,36.4
2001,3.45,350.14,18.6
2001,-9,350.14,27.9
2001,2.54,356.39,85.7
2001,3.42,334.51,43.6
2001,1.66,359.52,28.6
2001,0.75,381.4,100
2001,1.35,372.02,85.7
2001,-9,372.02,29.3
2001,3.05,359.52,24.3
2001,2.09,353.27,54.3
2001,2.63,331.38,56.4
2001,-9,331.38,30.7
2001,0.89,390.78,70
2001,-0.27,381.4,58.6
2001,2.04,365.77,24.3
2001,2.43,384.53,26.4
2001,1.58,397.03,65
2001,1.45,400.16,61.4
2001,1.6,397.03,18.6
2001,0.23,415.79,71.4
2001,0.19,412.67,78.6
2001,5.25,322,12.1
2001,4.09,340.76,50.7
2001,4.21,340.76,17.1
2001,4.24,350.14,40
2001,4.84,331.38,22.1
2001,-9,331.38,20.7
2001,3.07,340.76,20
2001,3.39,318.88,39.3
2001,3.47,318.88,38.6
2001,4.77,347.01,8.6
2001,4.78,347.01,8.6
2001,6.72,322,8.6
2001,7.31,281.36,8.6
2001,2.16,362.65,58.6
2001,1.98,356.39,46.4
2001,3.34,350.14,48.6
2001,3.43,347.01,43.6
2001,4.68,343.89,7.9
2001,4.68,340.76,7.9
2001,5.65,328.26,8.6
2001,6.06,290.74,9.3
2001,3.15,356.39,9.3
2001,4.26,340.76,10
2001,6.2,290.74,9.3
2001,7.36,256.35,10.7
2001,2.75,350.14,27.9
2001,3.73,318.88,21.4
2001,1.14,384.53,67.1
2001,1.44,378.28,35
2001,2.82,375.15,6.6
2001,2.82,375.15,6.7
2001,3.52,356.39,10.7
2001,4.95,300.12,10.7
2001,3.07,368.9,7.9
2001,3.15,362.65,7.9
2001,5.93,265.73,11.4
2001,7.05,234.47,11.4
2001,2.69,362.65,34.3
2001,2.73,350.14,25
2001,1.43,384.53,7.9
2001,1.42,381.4,7.9
2001,2.2,362.65,9.3
2001,4.93,293.87,12.1
2001,-0.16,400.16,38.6
2001,-0.17,393.91,38.6
2001,1.66,415.79,67.9
2001,1.49,415.79,40.7
2001,2,384.53,8.6
2001,2.01,384.53,8.6
2001,4.4,312.63,10.7
2001,4.76,287.62,11.4
2001,2.88,372.02,9.3
2001,2.9,368.9,10
2001,6.11,246.97,11.4
2001,6.12,240.72,11.4
2001,4.2,356.39,24.3
2001,4.2,353.27,24.3
2001,2.06,381.4,30
2001,3.09,384.53,21.4
2001,2.47,397.03,6.8
2001,2.49,400.16,7.1
2001,5.23,290.74,10.7
2001,5.56,259.48,11.4
2001,6.98,315.75,3.6
2001,6.89,309.5,3.5
2001,6.03,309.5,5
2002,4.75,337.19,5.8
2002,4.72,335.85,6
2002,4.73,336.74,5.7
2002,4.73,335.85,5.8
2002,4.75,340.76,10.1
2002,4.69,341.66,10
2002,4.75,334.96,10.5
2002,5.04,317.98,12.4
2002,5.08,317.98,11.1
2002,5.09,316.65,12.3
2002,5.12,314.86,12.2
2002,5.18,309.5,12.1
2002,4.81,332.28,13.4
2002,4.81,332.72,13.4
2002,4.82,332.28,13.6
2002,4.83,325.58,13.5
2002,4.84,326.02,13.2
2002,5.11,316.2,13.9
2002,4.78,325.13,12.1
2002,4.78,326.47,12.1
2002,4.78,327.81,11.7
2002,4.78,326.47,11.7
2002,4.87,324.24,12
2002,5.28,315.75,13.7
2002,5.29,315.31,13.9
2002,5.29,314.86,14
2002,5.4,323.79,16.3
2002,5.3,322.45,15.8
2002,5.27,322.9,15.6
2002,5.14,325.13,15.5
2002,5.06,323.79,14.2
2002,5.33,319.77,13
2002,5.65,314.86,11
2002,5.82,316.2,11.9
2002,6.33,310.84,8.2
2002,6.34,309.95,8
2002,5.32,320.66,29.7
2002,5.32,314.86,28.2
2002,5.32,316.65,27.5
2002,5.32,316.2,25.9
2002,5.33,314.41,27.9
2002,5.39,313.52,26.3
2002,5.39,313.07,25.6
2002,5.39,313.52,26.4
2002,5.41,313.97,25
2002,5.49,311.73,22.9
2002,5.57,312.18,21.6
2002,6.47,314.41,17.5
2002,6.48,304.59,16
2002,6.48,305.93,15.6
2002,6.51,307.71,14.8
2002,6.56,306.82,12.7
2002,6.63,308.16,14.4
2002,6.65,301.91,6.6
2002,6.68,303.69,6.4
2002,6.69,298.33,6.3
2002,6.69,297.89,6
2002,6.71,303.25,6.2
2002,5.94,312.18,6
2002,6.41,304.59,4
2002,6.64,300.12,3.4
2002,6.69,301.46,3.2
2002,6.74,303.69,3
2002,6.79,301.01,2.8
2002,6.78,299.67,2.6
2002,6.77,298.33,2.4
2002,6.78,301.46,2.3
2002,6.78,301.46,2.5
2002,6.78,302.8,2.5
2002,6.78,304.59,3.6
2002,5.32,315.31,7.1
2002,5.31,313.07,6.9
2002,5.32,314.86,6.8
2002,5.34,314.86,6.8
2002,5.41,314.41,7
2002,5.46,309.5,7
2002,5.93,300.12,6.6
2002,6.95,289.4,6.3
2002,7.18,288.96,6.4
2002,7.72,268.41,7.2
2002,8.05,266.62,7.6
2002,8.03,300.12,7
2002,7.77,273.77,8.2
2002,8.08,267.07,9.6
2002,7.81,262.61,9.9
2002,7.79,247.87,11.1
2002,7.59,242.06,11.6
2002,7.35,247.42,11.9
2002,7.15,248.76,12.2
2002,6.85,249.21,12.1
2002,6.66,256.8,12
2002,6.47,254.57,11.8
2002,5.87,310.39,6.8
2002,5.86,306.37,6.7
2002,5.86,305.93,6.7
2002,5.88,305.93,6.6
2002,5.91,308.16,6.6
2002,5.93,306.82,6.7
2002,6.07,306.82,6.7
2002,7.44,294.76,6.6
2002,7.85,281.81,7
2002,8.09,268.86,8.1
2002,8.26,263.05,9
2002,8.36,261.27,9.6
2002,8.11,220.18,9.9
2002,8.05,247.42,10.3
2002,7.77,246.53,10.9
2002,7.51,236.26,11.7
2002,5.47,311.73,8.6
2002,5.47,311.73,8.5
2002,5.51,312.18,8.4
2002,5.53,309.5,8.1
2002,5.91,305.93,6.5
2002,6.51,296.55,7.4
2002,6.74,295.21,7.8
2002,7.13,288.96,7.6
2002,7.25,289.4,8.5
2002,7.39,281.36,8.6
2002,7.58,280.47,9.1
2002,7.7,273.32,10.3
2002,7.73,272.88,10.3
2002,7.73,275.11,9.2
2002,7.34,290.74,9.6
2002,7.61,268.41,10.1
2002,6.32,301.91,6.3
2002,6.33,303.25,6.1
2002,6.33,301.91,5.9
2002,6.33,302.8,6.4
2002,6.33,301.91,6
2002,6.33,300.57,5.7
2002,6.34,300.57,5.8
2002,6.52,301.01,3.4
2002,6.52,299.67,3.3
2002,6.53,297.89,3.5
2002,6.53,298.78,3.5
2002,6.92,297.89,6.3
2002,6.92,302.35,6.4
2002,6.92,297.89,5.8
2002,6.92,296.55,7.1
2002,6.92,298.33,6.4
2002,6.92,297.89,6.3
2002,6.92,297.44,6.5
2002,6.27,306.82,11.4
2002,6.27,303.69,10.5
2002,6.26,305.03,10.9
2002,6.27,304.59,11.6
2002,6.27,303.69,11.5
2002,6.27,309.05,11.8
2002,5.28,318.43,32.9
2002,5.28,318.88,35.9
2002,5.28,321.56,32.5
2002,5.28,319.32,34
2002,5.28,321.11,32.6
2002,5.28,320.66,33.8
2002,5.1,325.58,39.7
2002,5.12,321.56,41.9
2002,5.22,314.41,27.8
2002,5.57,313.97,29.2
2002,5.58,313.07,24.5
2002,6.42,303.25,8.8
2002,6.42,304.14,8.9
2002,6.53,301.01,8.9
2002,6.7,300.12,8
2002,6.7,315.75,8.9
2002,6.7,299.23,7.3
2002,6.7,298.78,7.7
2002,6.99,297.44,6.4
2002,6.96,301.46,7.6
2002,6.96,298.33,7.3
2002,6.96,300.57,6.2
2002,6.96,297.89,7.6
2002,6.97,297.44,7.8
2002,6.97,298.78,7.4
2002,6.97,299.23,7.6
2002,7.2,296.1,5.7
2002,7.2,284.94,5.1
2002,7.2,284.94,5.1
2002,7.2,292.97,4.8
2002,7.2,301.91,5.9
2002,7.2,298.33,5.8
2002,7.2,296.1,5.2
2002,7.27,298.33,5.2
2002,7.28,295.65,5
2002,7.28,294.76,5
2002,7.28,296.55,5.4
2002,7.28,295.65,5.5
2002,7.28,294.76,5.4
2002,7.28,295.21,5.2
2002,6.7,299.23,2
2002,6.69,298.78,2
2002,6.69,298.78,2
2002,6.69,298.33,2
2002,6.68,299.23,2.1
2002,6.62,298.78,2.2
2002,6.59,298.78,2.3
2002,6.52,297.89,2.9
2002,6.52,297.89,2.8
2002,7.18,296.55,3.3
2002,7.18,301.46,3.3
2002,7.18,299.23,3.3
2002,7.17,299.67,3.2
2002,7.17,302.8,3.2
2002,7.16,300.57,3.2
2002,7.16,301.46,3.1
2002,7.15,300.57,3
2002,7.15,299.67,3
2002,6.66,303.69,7
2002,6.66,301.46,7
2002,6.66,305.48,7
2002,6.69,304.59,6.9
2002,6.89,301.46,6.4
2002,7.25,305.48,5.6
2002,7.25,297.44,5.6
2002,7.24,298.33,5.6
2002,6.39,308.16,9.8
2002,6.39,306.37,9.8
2002,6.39,305.03,9.9
2002,6.39,306.37,9.9
2002,6.39,304.14,9.8
2002,6.39,304.59,9.8
2002,6.39,305.03,9.8
2002,6.39,304.59,9.8
2002,6.65,305.03,9.3
2002,6.64,305.93,9.3
2002,6.64,302.8,9.2
2002,6.64,305.03,9.2
2002,6.64,305.48,9.2
2002,6.65,305.03,9.2
2002,6.65,302.8,9.3
2002,6.4,310.84,9.8
2002,6.39,309.5,9.9
2002,6.4,308.61,9.8
2002,6.41,308.61,9.6
2002,6.44,304.59,9.4
2002,6.45,301.91,9.3
2002,6.45,304.14,9.5
2002,5.14,326.02,40.4
2002,5.13,321.56,40.6
2002,5.13,322,40.5
2002,5.14,322.45,40.3
2002,5.15,320.66,39.7
2002,5.04,322,28
2002,5.02,320.66,28.4
2002,5.02,319.77,28.5
2002,5.11,319.32,27.8
2002,5.96,309.05,18.5
2002,5.96,308.16,18.7
2002,5.96,306.82,18.5
2002,5.99,306.37,17.4
2002,6.08,304.14,16.6
2002,6.1,312.18,15.7
2002,6.07,309.95,15.3
2002,6.07,306.82,16.3
2002,6.07,307.27,16.5
2002,6.08,305.48,16.9
2002,6.26,305.93,11.5
2002,6.26,301.91,11.5
2002,6.26,303.69,11.7
2002,6.26,303.25,11.3
2002,6.26,305.93,10.9
2002,6.26,304.59,9.9
2002,6.26,304.59,11.3
2002,6.5,305.48,5.8
2002,6.47,304.59,7
2002,6.46,305.03,7.3
2002,6.46,305.03,6.6
2002,6.54,303.25,6.3
2002,6.62,300.12,5.5
2002,6.63,303.25,5.2
2002,6.64,300.12,5.3
2002,6.05,307.27,16.1
2002,6.05,308.16,15.8
2002,6.05,299.23,14.3
2002,6.05,288.06,15.6
2002,6.05,306.37,16
2002,6.17,289.85,12.4
2002,6.17,309.95,15.5
2002,6.16,310.84,12.6
2002,6.16,304.59,12.8
2002,6.17,305.93,13.2
2002,6.17,304.59,12.7
2002,6.17,297.89,12.1
2002,6.17,310.39,13.1
2002,6.17,305.48,13.6
2002,6.21,305.03,12.9
2002,6.23,306.37,12.5
2002,6.23,303.69,12.1
2002,6.23,305.48,11.8
2002,5.33,328.26,30.8
2002,5.33,317.54,44.3
2002,5.44,316.2,36.5
2002,5.56,313.52,30.2
2002,5.57,313.07,28.6
2002,5.08,323.34,51
2002,5.07,322.45,52
2002,5.07,322.45,50.7
2002,5.07,322,52.1
2002,5.09,322.9,58.1
2002,5.09,323.79,58.4
2002,5.06,323.79,64.9
2002,5.08,318.88,58.5
2002,5.54,315.31,38
2002,5.53,314.86,39.6
2002,5.46,313.97,40.7
2002,5.46,312.18,39.1
2002,5.46,313.97,40.3
2002,6.13,304.59,13.2
2002,6.13,304.59,12.2
2002,6.13,305.48,12.8
2002,6.13,304.14,13
2002,6.13,307.71,14
2002,6.13,305.93,12.8
2002,6.17,305.93,14.7
2002,6.17,308.16,16.7
2002,6.17,305.03,17
2002,6.17,305.48,16.2
2002,6.17,305.48,16.3
2002,6.17,305.48,16
2002,6.17,303.25,17.1
2002,6.36,312.63,9.6
2002,6.36,309.05,9
2002,6.37,307.27,9.6
2002,6.37,308.61,9.6
2002,6.37,305.48,9
2002,6.34,304.14,8.7
2002,6.35,303.69,7.9
2002,6.36,301.91,7.5
2002,6.35,307.71,19.5
2002,6.35,313.07,19.4
2002,6.33,308.16,18.6
2002,6.38,305.03,18.9
2002,6.42,305.48,15.9
2002,6.54,304.59,14.4
2002,6.54,302.35,13.7
2002,6.54,301.01,13.5
2002,6.16,317.09,20.8
2002,6.16,306.37,20.3
2002,6.14,306.37,20.4
2002,6.11,309.5,19.3
2002,5.95,308.16,19.1
2002,5.94,308.61,18.9
2002,5.92,309.05,18.5
2002,5.92,309.05,18.3
2002,5.8,309.95,16.5
2002,5.8,308.16,16
2002,5.8,309.05,16.2
2002,5.8,309.05,16.5
2002,5.8,309.95,16.3
2002,5.5,314.41,31.8
2002,5.5,313.52,32.6
2002,5.5,313.07,33.1
2002,5.49,312.18,32
2002,5.48,312.63,29
2002,5.93,318.88,75.6
2002,5.93,322.9,81
2002,5.83,314.86,70.9
2002,4.85,364.43,6.7
2002,4.85,355.95,6.6
2002,4.84,354.16,6.7
2002,4.85,355.95,6.6
2002,4.84,359.52,6.6
2002,5.13,342.99,7.3
2002,5.1,341.66,7.3
2002,5.13,341.66,7.4
2002,5.24,334.51,7.7
2002,5.25,331.83,7.7
2002,5.25,330.04,7.7
2002,5.25,328.26,7.7
2002,5.21,336.74,7.6
2002,5.21,334.96,7.6
2002,5.21,338.08,7.6
2002,5.22,334.51,7.6
2002,5.66,309.5,8.1
2002,5.67,294.76,8.3
2002,5.71,293.87,8.3
2002,5.83,283.15,8.4
2002,5.23,330.49,7.4
2002,5.23,330.49,7.4
2002,5.24,328.7,7.4
2002,5.27,327.36,7.4
2002,5.43,308.61,7.8
2002,5.66,301.46,8
2002,5.81,284.94,8.5
2002,5.85,280.92,8.5
2002,5.85,279.13,8.6
2002,2.64,357.29,5.8
2002,2.65,370.24,5.4
2002,1.99,368.9,5.8
2002,2.47,353.27,5.6
2002,3.52,359.52,7.1
2002,6.35,271.98,7.1
2002,4.48,333.17,7.1
2002,5.42,266.62,7.1
2002,5.53,334.51,11.4
2002,6,275.11,8.6
2002,5.72,325.13,11.4
2002,6.09,281.36,9.3
2002,5.15,341.66,8.6
2002,5.73,318.88,10
2002,3.75,343.89,9.3
2002,3.63,337.64,9.3
2002,5.24,331.38,6.4
2002,5.19,331.38,6.6
2002,4,365.33,5.4
2002,3.9,331.38,6.9
2002,2.64,387.66,6.4
2002,3.09,356.39,5.9
2002,-0.5,400.16,150
2002,0.7,385.87,30
2002,2.92,353.27,4.5
2002,2.91,309.5,4.5
2002,3.25,303.25,4.5
2002,3.23,303.25,4.5
2002,3.23,303.25,4.6
2002,4.89,314.41,5
2002,2.92,343.89,4.1
2002,2.92,343.89,4
2002,3.23,328.26,4.3
2002,7.04,193.83,5.6
2002,1.1,387.21,71.4
2002,1.08,381.4,32.1
2002,2.58,355.05,5.5
2002,2.58,353.27,5
2002,2.63,350.14,4.9
2002,2.67,347.01,4.9
2002,3.19,331.38,5.1
2002,6.6,232.24,7.9
2002,2.91,360.41,4.6
2002,2.91,350.14,4.6
2002,2.92,347.01,4.6
2002,6.99,265.73,5.7
2002,2.2,381.4,100
2002,1.77,381.4,24.3
2002,2.41,364.43,5.8
2002,2.41,375.15,5.8
2002,2.41,372.02,5.7
2002,2.46,368.9,5.9
2002,6.91,246.97,8.6
2002,7.76,223.75,7.9
2002,4.08,346.57,32.9
2002,4.08,348.8,30.7
2002,3.39,348.35,7.9
2002,3.39,356.39,6.1
2002,3.22,359.52,5.9
2002,5.36,300.12,6.2
2002,6.22,271.98,7
2002,6.99,255.91,7.1
2002,-9,255.91,47.9
2002,-9,255.91,30
2002,3.87,347.01,8.6
2002,3.82,334.51,6.3
2002,3.72,334.51,6.9
2002,3.88,328.26,6.9
2002,5.33,342.1,114.3
2002,4.56,332.28,15.7
2002,4.99,325.13,7.1
2002,4.98,331.38,7.1
2002,5.03,331.38,7.1
2002,5.16,328.26,7.9
2002,5.28,322,7.9
2002,6.16,262.16,8.6
2002,4.93,328.26,7.9
2002,4.96,356.39,7.9
2002,5.03,353.27,7.9
2002,5.1,350.14,7.9
2002,5.21,343.89,7.9
2002,6.08,260.37,8.6
2002,5.84,330.04,114.3
2002,5.62,326.47,35
2002,4.72,340.76,7.9
2002,4.91,340.76,8.6
2002,4.95,334.51,8.6
2002,4.5,301.46,7.9
2002,4.24,343.44,114.3
2002,4.56,325.13,61.4
2002,4.93,327.36,8.6
2002,4.91,322,8.6
2002,4.92,322,8.6
2002,5.13,315.75,8.6
2002,5.3,309.5,8.6
2002,5.6,293.87,8.6
2002,2.18,359.07,65
2002,2.62,351.03,41.4
2002,3.9,336.74,9.3
2002,3.9,340.76,9.3
2002,3.91,340.76,9.3
2002,3.92,343.89,9.3
2002,4.03,337.64,9.3
2002,4.14,330.94,10
2002,4.01,344.78,8.6
2002,4,356.39,8.6
2002,3.98,356.39,8.6
2002,4.96,282.7,8.6
2002,3.06,351.03,100
2002,3.32,336.74,45
2002,6.36,330.04,0.9
2002,6.44,337.64,0.9
2002,6.51,334.51,0.9
2002,10.79,33.05,7.1
2002,5.31,323.79,107.1
2002,6.15,307.27,27.1
2002,6.34,330.94,2.6
2002,6.35,334.51,2.8
2002,6.54,325.13,3.2
2002,7.66,278.24,4.6
2002,8.71,212.59,6.5
2002,10.07,145.15,9.3
2002,5.08,346.57,1.7
2002,5.08,347.01,1.7
2002,5.35,340.76,2.1
2002,10.72,50.02,14.3
2002,0.76,366.22,85.7
2002,2.81,347.91,48.6
2002,4.59,353.27,3.2
2002,4.71,356.39,3.6
2002,5.2,350.14,3.6
2002,5.77,328.26,4.6
2002,8.52,268.86,7.1
2002,9.85,134.43,10.7
2002,3.55,355.5,2.5
2002,4.18,353.27,2.2
2002,4.15,353.27,2.4
2002,8.49,89.32,15
2002,0.15,383.19,35.7
2002,1.86,364.88,100
2002,3.37,355.5,5
2002,3.66,353.27,4.8
2002,4.25,340.76,4.8
2002,5.53,303.25,6.4
2002,6.55,268.86,6.6
2002,9.25,158.99,10.7
2002,4.08,332.72,10
2002,3.68,332.28,8.4
2002,3.69,333.17,9.8
2002,3.47,331.83,9.3
2002,1.45,371.58,5.2
2002,1.88,368.9,5.8
2002,5.25,334.06,6.4
2002,6.63,288.96,6.4
2002,6.86,279.58,6.5
2002,-9,279.58,28.1
2002,5.95,285.38,19.6
2002,-9,285.38,30.4
2002,-9,285.38,30.4
2002,3.63,349.25,10.2
2002,3.81,347.01,10.8
2002,4.2,337.64,12.6
2002,4.5,332.28,13.4
2002,4.53,329.6,14.1
2002,6.81,325.13,4.8
2002,7.23,283.6,6
2002,6.3,337.19,3.9
2002,6.9,276,5.8
2002,3.61,389.89,3.4
2002,4.86,353.71,4.1
2002,3.2,350.14,3.8
2002,8.06,238.94,6.8
2002,8.84,224.64,6.9
2002,3.79,351.03,3.5
2002,3.81,360.41,3.5
2002,4.71,322,4.4
2002,5.19,325.13,27.9
2002,3.96,336.74,27.1
2002,0.85,393.91,22.1
2002,3.51,347.01,26.4
2002,2.4,356.39,21.4
2002,0.63,437.68,85.7
2002,3.56,337.64,25.7
2002,4.77,378.28,114.3
2002,4.8,325.13,35
2002,4.54,381.4,100
2002,4.69,334.51,39.3
2002,5.23,325.13,42.9
2002,6.36,365.77,164
2002,5.75,362.65,107.1
2002,-9,325.13,47.9
2002,2.68,397.03,121.4
2002,3.22,341.66,36.4
2002,3.02,390.78,121.4
2002,6.25,331.38,13.6
2002,6.46,318.88,20.7
2002,4.03,387.66,54.3
2002,6.25,337.64,17.1
2002,7.28,320.22,13.6
2002,1.49,425.17,62.9
2002,4.49,334.51,9.3
2002,4.54,307.27,12.9
2002,-0.29,437.68,60
2002,1.89,365.77,5.4
2002,1.92,362.65,5.4
2002,2.68,337.64,5.1
2002,1.73,337.64,27.9
2002,1.91,318.88,15
2002,2.05,356.39,24.3
2002,2.05,356.39,24.3
2002,2.1,362.65,7.1
2002,2.06,362.65,7.9
2002,2.66,343.89,5.5
2002,4.38,353.27,23.6
2002,4.38,347.01,22.1
2002,3.32,362.65,7.1
2002,3.3,362.65,7.1
2002,6.38,253.23,7.9
2002,5.05,340.76,40
2002,5.05,340.76,35.7
2002,4.64,343.89,7.9
